n,avg_time
14090,0.0005861735
14100,0.0005301666
14110,0.0005327344
14120,0.0005643296
14130,0.0005274391
14140,0.0005277014
14150,0.0005570745
14160,0.0005699992
14170,0.0005437875
14180,0.0005448103
14190,0.0005341053
14200,0.0005662632
14210,0.0005438113
14220,0.0005516148
14230,0.0005394459
14240,0.0005824018
14250,0.0005410337
14260,0.0005429530
14270,0.0005412555
14280,0.0005766940
14290,0.0005611038
14300,0.0005407429
14310,0.0005697966
14320,0.0005845261
14330,0.0005633307
14340,0.0005812049
14350,0.0005451035
14360,0.0005478930
14370,0.0005435300
14380,0.0005484772
14390,0.0005644107
14400,0.0005697608
14410,0.0005472374
14420,0.0005466247
14430,0.0005484438
14440,0.0005445147
14450,0.0006002831
14460,0.0005458760
14470,0.0005749846
14480,0.0005825853
14490,0.0005456328
14500,0.0005802321
14510,0.0005475760
14520,0.0005436659
14530,0.0005488610
14540,0.0005929208
14550,0.0005721593
14560,0.0005458331
14570,0.0005518579
14580,0.0005495167
14590,0.0005876589
14600,0.0005939889
14610,0.0006157160
14620,0.0005862641
14630,0.0005644369
14640,0.0005670619
14650,0.0005870104
14660,0.0005605507
14670,0.0005717158
14680,0.0005685353
14690,0.0005580544
14700,0.0005856657
14710,0.0005792141
14720,0.0005929708
14730,0.0005588365
14740,0.0005830193
14750,0.0005798936
14760,0.0005659413
14770,0.0005810308
14780,0.0005627275
14790,0.0005606580
14800,0.0005931616
14810,0.0005808759
14820,0.0005619264
14830,0.0005620909
14840,0.0005932546
14850,0.0005640197
14860,0.0005636597
14870,0.0005787849
14880,0.0005706501
14890,0.0005621290
14900,0.0005908251
14910,0.0006184292
14920,0.0005787444
14930,0.0006050491
14940,0.0005919480
14950,0.0005718422
14960,0.0005736136
14970,0.0005633521
14980,0.0005647469
14990,0.0005969429
15000,0.0005662918
15010,0.0005678344
15020,0.0006162906
15030,0.0005647779
15040,0.0005914617
15050,0.0005686903
15060,0.0005662155
15070,0.0005685449
15080,0.0006232977
15090,0.0005736446
15100,0.0005716348
15110,0.0006064963
15120,0.0006109381
15130,0.0005863476
15140,0.0005927444
15150,0.0005999374
15160,0.0005773306
15170,0.0005693483
15180,0.0006301904
15190,0.0005901647
15200,0.0006171703
15210,0.0005758238
15220,0.0006008053
15230,0.0005775309
15240,0.0006079030
15250,0.0005985999
15260,0.0005777264
15270,0.0005756807
15280,0.0006233525
15290,0.0006069303
15300,0.0005826116
15310,0.0005806661
15320,0.0006084538
15330,0.0005816960
15340,0.0005790114
15350,0.0006048679
15360,0.0005802703
15370,0.0006071830
15380,0.0005797648
15390,0.0005829144
15400,0.0005804682
15410,0.0005811620
15420,0.0006015301
15430,0.0005809021
15440,0.0006138229
15450,0.0005870414
15460,0.0005802798
15470,0.0005819726
15480,0.0006615210
15490,0.0005984092
15500,0.0006203771
15510,0.0006429029
15520,0.0005975866
15530,0.0005920863
15540,0.0005906105
15550,0.0006236768
15560,0.0005903649
15570,0.0005902863
15580,0.0006141305
15590,0.0005928326
15600,0.0005902600
15610,0.0006185603
15620,0.0006171083
15630,0.0005937743
15640,0.0005883980
15650,0.0006213856
15660,0.0006186819
15670,0.0006263828
15680,0.0006101441
15690,0.0006198835
15700,0.0005990148
15710,0.0006206226
15720,0.0006198621
15730,0.0006115937
15740,0.0006324410
15750,0.0005956554
15760,0.0006199098
15770,0.0005984592
15780,0.0006564403
15790,0.0005976224
15800,0.0006002831
15810,0.0005990171
15820,0.0006318855
15830,0.0006125140
15840,0.0006058836
15850,0.0006194448
15860,0.0006313324
15870,0.0006230974
15880,0.0006362295
15890,0.0006281972
15900,0.0006031418
15910,0.0006338358
15920,0.0006297064
15930,0.0006016207
15940,0.0006040931
15950,0.0005975533
15960,0.0006581640
15970,0.0006425953
15980,0.0006091595
15990,0.0006043124
16000,0.0006072950
16010,0.0006259847
16020,0.0006040907
16030,0.0006558704
16040,0.0006471968
16050,0.0006067276
16060,0.0006062078
16070,0.0006399655
16080,0.0006082010
16090,0.0006143355
16100,0.0006093717
16110,0.0006116176
16120,0.0006618905
16130,0.0006152964
16140,0.0006324458
16150,0.0006149340
16160,0.0006248569
16170,0.0006340146
16180,0.0006407428
16190,0.0006169724
16200,0.0006092453
16210,0.0006441665
16220,0.0006311703
16230,0.0006536341
16240,0.0006351614
16250,0.0006174445
16260,0.0006125975
16270,0.0006637073
16280,0.0006157231
16290,0.0006130481
16300,0.0006183696
16310,0.0006481266
16320,0.0006443214
16330,0.0006467175
16340,0.0006450987
16350,0.0006188178
16360,0.0006550789
16370,0.0006400132
16380,0.0006224704
16390,0.0006928873
16400,0.0006720972
16410,0.0006831169
16420,0.0007100391
16430,0.0006811166
16440,0.0007066226
16450,0.0006877828
16460,0.0006976676
16470,0.0006834626
16480,0.0006791234
16490,0.0007065654
16500,0.0006716967
16510,0.0006982660
16520,0.0006742191
16530,0.0006751633
16540,0.0006827497
16550,0.0007462144
16560,0.0007084346
16570,0.0007069540
16580,0.0006933904
16590,0.0006882739
16600,0.0006772423
16610,0.0007104731
16620,0.0006767726
16630,0.0007116842
16640,0.0007160068
16650,0.0006835794
16660,0.0006832361
16670,0.0007216430
16680,0.0007110095
16690,0.0006832743
16700,0.0006903219
16710,0.0007029843
16720,0.0006970406
16730,0.0007192397
16740,0.0007039142
16750,0.0007344103
16760,0.0007169294
16770,0.0006821871
16780,0.0006844902
16790,0.0006851339
16800,0.0007218599
16810,0.0006905031
16820,0.0007020903
16830,0.0007340813
16840,0.0006860137
16850,0.0007209277
16860,0.0006855893
16870,0.0007113695
16880,0.0006868029
16890,0.0006877375
16900,0.0006881809
16910,0.0006910634
16920,0.0007338047
16930,0.0006963110
16940,0.0007154846
16950,0.0007133985
16960,0.0007125235
16970,0.0006900263
16980,0.0006943798
16990,0.0007459760
17000,0.0007376647
17010,0.0007155633
17020,0.0007089233
17030,0.0006966043
17040,0.0007325768
17050,0.0007191420
17060,0.0007220888
17070,0.0007018781
17080,0.0007468104
17090,0.0007177258
17100,0.0007192397
17110,0.0007255125
17120,0.0006972003
17130,0.0006980348
17140,0.0007334185
17150,0.0007339144
17160,0.0007039547
17170,0.0006994414
17180,0.0007410359
17190,0.0007077169
17200,0.0007473254
17210,0.0007117820
17220,0.0007082748
17230,0.0007161498
17240,0.0007033753
17250,0.0007127905
17260,0.0007264018
17270,0.0007267261
17280,0.0007050204
17290,0.0007093072
17300,0.0007397008
17310,0.0007097149
17320,0.0007262182
17330,0.0007363868
17340,0.0007338500
17350,0.0007421327
17360,0.0007391572
17370,0.0007128906
17380,0.0007135272
17390,0.0007656717
17400,0.0007112789
17410,0.0007121325
17420,0.0007479930
17430,0.0007319403
17440,0.0007284117
17450,0.0008039808
17460,0.0007410955
17470,0.0007149458
17480,0.0007681322
17490,0.0007115507
17500,0.0007223606
17510,0.0007511330
17520,0.0007237434
17530,0.0007519603
17540,0.0007779956
17550,0.0007556009
17560,0.0007210398
17570,0.0007386398
17580,0.0007323694
17590,0.0007603574
17600,0.0007453132
17610,0.0007557225
17620,0.0007236290
17630,0.0007548285
17640,0.0007709002
17650,0.0007247829
17660,0.0007550550
17670,0.0007447934
17680,0.0007544589
17690,0.0007209325
17700,0.0007229233
17710,0.0007475042
17720,0.0007463217
17730,0.0007560825
17740,0.0007224512
17750,0.0007589793
17760,0.0007551527
17770,0.0007303548
17780,0.0007547688
17790,0.0007365274
17800,0.0007523227
17810,0.0007408452
17820,0.0007861996
17830,0.0007689977
17840,0.0007593727
17850,0.0007666779
17860,0.0007360673
17870,0.0007577586
17880,0.0007450366
17890,0.0008065534
17900,0.0007755041
17910,0.0007697749
17920,0.0007396483
17930,0.0007514167
17940,0.0007626557
17950,0.0007361364
17960,0.0007412887
17970,0.0007420611
17980,0.0007659340
17990,0.0007363605
18000,0.0007428455
18010,0.0007630682
18020,0.0007835603
18030,0.0007407951
18040,0.0007584262
18050,0.0007409215
18060,0.0007518363
18070,0.0008139420
18080,0.0007358885
18090,0.0007745028
18100,0.0007399368
18110,0.0007891297
18120,0.0007473087
18130,0.0007392550
18140,0.0007643652
18150,0.0007638550
18160,0.0007778072
18170,0.0007924533
18180,0.0007529473
18190,0.0007821727
18200,0.0007703924
18210,0.0007573390
18220,0.0007607627
18230,0.0007642937
18240,0.0007456589
18250,0.0007795501
18260,0.0007848740
18270,0.0007841921
18280,0.0007450438
18290,0.0008132815
18300,0.0007821965
18310,0.0008159471
18320,0.0008071470
18330,0.0008172822
18340,0.0007921243
18350,0.0007914662
18360,0.0007652283
18370,0.0007733560
18380,0.0007534075
18390,0.0007837820
18400,0.0007552481
18410,0.0007666492
18420,0.0007629848
18430,0.0007860136
18440,0.0007940984
18450,0.0007559824
18460,0.0008134437
18470,0.0007581258
18480,0.0007727933
18490,0.0007948494
18500,0.0007803345
18510,0.0007937574
18520,0.0007810545
18530,0.0008198881
18540,0.0007611752
18550,0.0008166933
18560,0.0007636166
18570,0.0007993674
18580,0.0007668972
18590,0.0007886362
18600,0.0008228660
18610,0.0007817769
18620,0.0007836676
18630,0.0007920432
18640,0.0007721114
18650,0.0008010125
18660,0.0007933593
18670,0.0007768178
18680,0.0008206272
18690,0.0007724619
18700,0.0007612681
18710,0.0008180523
18720,0.0008209252
18730,0.0007982492
18740,0.0007672358
18750,0.0007672501
18760,0.0007992172
18770,0.0007682300
18780,0.0007979941
18790,0.0007729793
18800,0.0007919335
18810,0.0007723999
18820,0.0008036923
18830,0.0007816625
18840,0.0007804871
18850,0.0008240342
18860,0.0007923222
18870,0.0007861614
18880,0.0007979274
18890,0.0008564806
18900,0.0007769251
18910,0.0007773519
18920,0.0008055067
18930,0.0007793808
18940,0.0007883048
18950,0.0008090615
18960,0.0008004379
18970,0.0008096027
18980,0.0007791400
18990,0.0008039999
19000,0.0008050179
19010,0.0008264852
19020,0.0008041978
19030,0.0007786512
19040,0.0008085656
19050,0.0007805634
19060,0.0008018017
19070,0.0007820225
19080,0.0008261156
19090,0.0007784605
19100,0.0008033466
19110,0.0008115745
19120,0.0008062148
19130,0.0008083200
19140,0.0008156323
19150,0.0008140397
19160,0.0007875204
19170,0.0008161712
19180,0.0008124638
19190,0.0008139849
19200,0.0008133125
19210,0.0008306646
19220,0.0008040547
19230,0.0008361793
19240,0.0007845759
19250,0.0008349013
19260,0.0007903600
19270,0.0008328199
19280,0.0008263540
19290,0.0008400869
19300,0.0008050776
19310,0.0008133030
19320,0.0008155131
19330,0.0008182526
19340,0.0008285904
19350,0.0008191895
19360,0.0008256865
19370,0.0008155131
19380,0.0007962990
19390,0.0008280182
19400,0.0007979918
19410,0.0008156180
19420,0.0007945538
19430,0.0008221054
19440,0.0007937670
19450,0.0007927418
19460,0.0008146048
19470,0.0007951832
19480,0.0008239174
19490,0.0007961464
19500,0.0008057046
19510,0.0008024788
19520,0.0008158994
19530,0.0008744645
19540,0.0008515286
19550,0.0008308148
19560,0.0008373857
19570,0.0008229733
19580,0.0008031011
19590,0.0007993960
19600,0.0008332396
19610,0.0008234835
19620,0.0008568311
19630,0.0008127284
19640,0.0008480477
19650,0.0008062196
19660,0.0008043313
19670,0.0008785820
19680,0.0008169913
19690,0.0008671618
19700,0.0008371854
19710,0.0008230758
19720,0.0008355522
19730,0.0008375287
19740,0.0008397460
19750,0.0008025146
19760,0.0008367610
19770,0.0008380723
19780,0.0008441877
19790,0.0008078527
19800,0.0008351254
19810,0.0008088160
19820,0.0008374381
19830,0.0008030844
19840,0.0008281302
19850,0.0008330584
19860,0.0008377385
19870,0.0008333206
19880,0.0008477545
19890,0.0008480835
19900,0.0008294177
19910,0.0008370113
19920,0.0008317041
19930,0.0008744431
19940,0.0008889437
19950,0.0008212018
19960,0.0008284092
19970,0.0008585262
19980,0.0008557081
19990,0.0008763385
20000,0.0008479285
